ifile	run	class	subcxi	event	indby	phoen	bmdv	bmbw	aclen	npeak	ltype	cent	a	b	c	alpha	beta	gamma	prorad	detdx	detdy	reslim	nref	nsref	niref	o1	o2	o3	o4	o5	o6	o7	o8	o9	sfile	istart	iend	cstart	cend	pstart	pend	rstart	rend	multi	multiid	/cheetah/frameNumber	/LCLS/machineTime
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	874	none	9470.434438	0.00e+00	1.00e-08	0.120982	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	152395667	152396929	-1	-1	152396130	152396890	-1	-1	0	0	20955	1506768172	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	876	mosflm-comb-latt-nocell-retry-multi-refine	9476.385544	0.00e+00	1.00e-08	0.120982	200	orthorhombic	P	12.98436	22.65908	30.78204	90.11038	90.05086	90.56641	0.00559	-0.005	-0.010	1.90	6391	0	24	+0.0761648	-0.0100273	-0.0055116	+0.0041062	+0.0389844	-0.0202786	+0.0040313	+0.0145969	+0.0287412	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	152396929	152907927	152406718	152907905	152397431	152406701	152407268	152907870	1	1	20958	1506768172	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	875	mosflm-comb-latt-nocell-retry-multi-refine	9471.967286	0.00e+00	1.00e-08	0.120982	171	orthorhombic	P	13.00448	22.62912	30.81875	90.14378	90.13970	90.30169	0.00458	0.002	-0.005	2.19	5405	0	24	-0.0741065	+0.0114042	-0.0170720	-0.0102080	-0.0395649	+0.0168318	-0.0047118	+0.0135132	+0.0291215	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	152907927	153340413	152916382	153340391	152908429	152916365	152916931	153340356	1	1	20957	1506768172	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	878	none	9470.786178	0.00e+00	1.00e-08	0.120982	17	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	153340413	153341768	-1	-1	153340876	153341729	-1	-1	0	0	20962	1506768172	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	873	mosflm-comb-latt-nocell-retry-multi-refine	9473.712260	0.00e+00	1.00e-08	0.120982	229	orthorhombic	P	13.18240	22.68579	30.51589	89.72523	90.41266	89.94314	0.00782	0.010	-0.033	1.63	9012	0	60	-0.0260435	+0.0553821	-0.0448265	-0.0360373	-0.0239108	-0.0085275	-0.0150841	+0.0139117	+0.0255515	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	153341768	154059474	153352891	154059452	153342270	153352874	153353440	154059417	1	1	20954	1506768172	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	877	none	9483.346863	0.00e+00	1.00e-08	0.120982	27	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	154059474	154061289	-1	-1	154059937	154061250	-1	-1	0	0	20961	1506768172	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	879	none	9475.011365	0.00e+00	1.00e-08	0.120982	51	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	154061289	154064207	-1	-1	154061752	154064168	-1	-1	0	0	21023	1506768174	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	881	none	9476.967050	0.00e+00	1.00e-08	0.120982	59	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	154064207	154067494	-1	-1	154064670	154067455	-1	-1	0	0	21025	1506768174	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	884	none	9479.243488	0.00e+00	1.00e-08	0.120982	14	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	154067494	154068710	-1	-1	154067957	154068671	-1	-1	0	0	21028	1506768174	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	882	none	9469.791519	0.00e+00	1.00e-08	0.120982	70	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	154068710	154072504	-1	-1	154069173	154072465	-1	-1	0	0	21026	1506768174	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	880	none	9470.591056	0.00e+00	1.00e-08	0.120982	135	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	154072504	154079288	-1	-1	154072968	154079249	-1	-1	0	0	21024	1506768174	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	885	none	9479.896488	0.00e+00	1.00e-08	0.120982	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	154079288	154080551	-1	-1	154079751	154080512	-1	-1	0	0	21029	1506768174	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	883	none	9479.372627	0.00e+00	1.00e-08	0.120982	54	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	154080551	154083608	-1	-1	154081014	154083569	-1	-1	0	0	21027	1506768174	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	886	none	9469.594031	0.00e+00	1.00e-08	0.120982	25	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	154083608	154085330	-1	-1	154084071	154085291	-1	-1	0	0	21031	1506768174	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	888	none	9476.926652	0.00e+00	1.00e-08	0.120982	32	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	154085330	154087374	-1	-1	154085793	154087335	-1	-1	0	0	21033	1506768174	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	887	none	9469.184112	0.00e+00	1.00e-08	0.120982	28	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	154087374	154089235	-1	-1	154087837	154089196	-1	-1	0	0	21032	1506768174	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	889	none	9471.599007	0.00e+00	1.00e-08	0.120982	22	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	154089235	154090820	-1	-1	154089698	154090781	-1	-1	0	0	21034	1506768174	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	895	none	9478.320065	0.00e+00	1.00e-08	0.120982	12	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	154090820	154091945	-1	-1	154091283	154091906	-1	-1	0	0	21041	1506768175	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	891	none	9480.209008	0.00e+00	1.00e-08	0.120982	44	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	154091945	154094541	-1	-1	154092408	154094502	-1	-1	0	0	21037	1506768175	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	890	mosflm-comb-latt-nocell-retry-multi-refine	9474.662315	0.00e+00	1.00e-08	0.120982	281	orthorhombic	P	13.16435	22.57031	30.95764	89.58530	90.68836	90.29034	0.01237	0.008	-0.000	1.39	14396	0	112	+0.0132009	-0.0675922	+0.0320678	-0.0419240	-0.0016808	+0.0142382	-0.0084298	-0.0150421	-0.0273187	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	154094541	155236360	154108056	155236338	154095043	154108039	154108607	155236303	1	1	21036	1506768175	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	892	none	9466.226810	0.00e+00	1.00e-08	0.120982	52	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	155236360	155239324	-1	-1	155236823	155239285	-1	-1	0	0	21038	1506768175	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	894	none	9487.923915	0.00e+00	1.00e-08	0.120982	17	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	155239324	155240678	-1	-1	155239787	155240639	-1	-1	0	0	21040	1506768175	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	893	none	9468.058071	0.00e+00	1.00e-08	0.120982	26	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	155240678	155242447	-1	-1	155241141	155242408	-1	-1	0	0	21039	1506768175	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	897	mosflm-comb-latt-nocell-retry-multi-refine	9482.310029	0.00e+00	1.00e-08	0.120982	86	orthorhombic	P	12.96242	22.58747	30.90665	90.68269	90.02391	90.10363	0.00435	-0.014	0.010	1.77	4998	0	13	-0.0766214	-0.0077854	+0.0044814	+0.0045146	-0.0439925	+0.0021449	+0.0017352	+0.0013640	+0.0322824	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	155242447	155639136	155246992	155639114	155242948	155246975	155247541	155639079	1	1	21045	1506768175	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	896	mosflm-comb-latt-nocell-retry-multi-refine	9477.878499	0.00e+00	1.00e-08	0.120982	204	orthorhombic	P	12.97994	22.64089	30.75130	90.23105	90.19318	90.52746	0.00513	0.012	-0.004	2.19	5911	0	29	-0.0115183	+0.0563063	-0.0513124	+0.0371919	+0.0199871	+0.0129723	+0.0168745	-0.0166695	-0.0222461	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	155639136	156112842	155649109	156112820	155639638	155649092	155649658	156112785	1	1	21043	1506768175	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	900	mosflm-comb-latt-nocell-retry-multi-refine	9481.495156	0.00e+00	1.00e-08	0.120982	163	orthorhombic	P	12.96329	22.54864	30.95211	90.64601	90.20884	90.16233	0.00771	0.003	-0.017	1.83	8828	0	42	+0.0693359	+0.0318149	-0.0114538	+0.0159147	-0.0391836	-0.0133577	-0.0080146	+0.0067513	-0.0305637	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	156112842	156813134	156120929	156813112	156113344	156120912	156121478	156813077	1	1	21048	1506768175	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	898	mosflm-comb-latt-nocell-retry-multi-refine	9480.130742	0.00e+00	1.00e-08	0.120982	129	orthorhombic	P	12.96042	22.77638	30.85438	90.89867	90.13938	90.25703	0.00239	-0.007	0.014	1.96	2652	0	15	+0.0744463	-0.0117076	+0.0165587	+0.0100804	+0.0394128	-0.0165285	-0.0041991	+0.0138118	+0.0290223	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	156813134	157028066	156819657	157028044	156813636	156819640	156820206	157028009	1	1	21047	1506768175	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	901	mosflm-comb-latt-nocell-retry-multi-refine	9472.983667	0.00e+00	1.00e-08	0.120982	201	orthorhombic	P	12.95730	22.59953	30.76136	89.99112	90.14883	89.73309	0.00550	-0.009	-0.005	2.32	5284	0	31	-0.0146522	+0.0246241	-0.0716614	+0.0428826	+0.0095601	-0.0052609	+0.0052675	-0.0299608	-0.0114630	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	157028066	157452839	157037901	157452817	157028568	157037884	157038451	157452782	1	1	21049	1506768175	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	902	mosflm-comb-latt-nocell-retry-multi-refine	9474.645741	0.00e+00	1.00e-08	0.120982	69	orthorhombic	P	12.95650	22.53901	30.87362	90.32861	90.92178	90.41286	0.00256	-0.007	-0.022	1.32	2912	0	14	-0.0074566	+0.0767962	-0.0023566	-0.0363475	-0.0024264	+0.0253302	+0.0181400	+0.0031046	+0.0266595	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	157452839	157685324	157456601	157685302	157453340	157456584	157457151	157685267	1	1	21052	1506768175	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	903	none	9467.923661	0.00e+00	1.00e-08	0.120982	40	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	157685324	157687737	-1	-1	157685787	157687698	-1	-1	0	0	21053	1506768175	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	899	mosflm-comb-latt-nocell-retry-multi-refine	9476.665962	0.00e+00	1.00e-08	0.120982	260	orthorhombic	P	12.97229	22.69879	31.86944	90.58800	90.93577	89.74197	0.01548	0.044	-0.005	1.46	17634	0	109	+0.0695364	-0.0318622	-0.0096778	-0.0158543	-0.0385075	+0.0143847	-0.0073301	-0.0083159	-0.0293609	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	157687737	160854892	157700286	159082308	157688239	157700269	157700837	159082273	2	1	21046	1506768175	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	899	mosflm-comb-latt-nocell-retry-multi-refine	9476.665962	0.00e+00	1.00e-08	0.120982	260	orthorhombic	P	13.05373	22.57047	30.73470	89.87739	89.91583	90.27476	0.02204	-0.038	-0.001	1.71	22619	0	237	-0.0342137	+0.0357711	-0.0584683	-0.0213554	-0.0373376	-0.0106254	-0.0245156	+0.0085208	+0.0196218	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	157687737	160854892	159082308	160854870	157688239	157700269	159082860	160854835	2	2	21046	1506768175	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	907	none	9475.273110	0.00e+00	1.00e-08	0.120982	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	160854892	160856154	-1	-1	160855355	160856115	-1	-1	0	0	21058	1506768175	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	904	none	9466.414184	0.00e+00	1.00e-08	0.120982	44	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	160856154	160858750	-1	-1	160856617	160858711	-1	-1	0	0	21054	1506768175	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	905	mosflm-comb-latt-nocell-retry-multi-refine	9472.535168	0.00e+00	1.00e-08	0.120982	245	orthorhombic	P	13.03753	22.63654	30.85619	90.34171	90.78600	90.32766	0.00820	0.008	0.000	1.75	9383	0	36	-0.0741173	+0.0151034	-0.0127658	-0.0098112	-0.0428092	+0.0047746	-0.0050092	+0.0044823	+0.0317074	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	160858750	161606223	160870609	161606201	160859252	160870592	160871157	161606166	1	1	21056	1506768175	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	906	none	9457.097975	0.00e+00	1.00e-08	0.120982	141	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	161606223	161613282	-1	-1	161606687	161613243	-1	-1	0	0	21057	1506768175	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	909	none	9462.246263	0.00e+00	1.00e-08	0.120982	17	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	161613282	161614637	-1	-1	161613745	161614598	-1	-1	0	0	21060	1506768175	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	912	none	9473.471887	0.00e+00	1.00e-08	0.120982	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	161614637	161616589	-1	-1	161615100	161616550	-1	-1	0	0	21063	1506768175	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	911	none	9471.373107	0.00e+00	1.00e-08	0.120982	37	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	161616589	161618864	-1	-1	161617052	161618825	-1	-1	0	0	21062	1506768175	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	910	mosflm-comb-latt-nocell-retry-multi-refine	9479.667816	0.00e+00	1.00e-08	0.120982	340	orthorhombic	P	12.94812	22.67376	30.84464	90.35442	90.43631	89.99683	0.00980	0.018	-0.005	2.33	11172	0	47	+0.0320971	-0.0589051	-0.0382751	-0.0024824	+0.0230339	-0.0375300	+0.0295230	+0.0122858	+0.0053518	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	161618864	162510917	161635093	162510895	161619366	161635076	161635643	162510860	1	1	21061	1506768175	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	914	none	9475.622132	0.00e+00	1.00e-08	0.120982	27	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	162510917	162512731	-1	-1	162511380	162512692	-1	-1	0	0	21065	1506768175	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	908	mosflm-comb-latt-nocell-retry-multi-refine	9471.845230	0.00e+00	1.00e-08	0.120982	72	orthorhombic	P	12.98474	22.51393	30.74854	90.22020	90.20088	90.58172	0.00318	0.013	-0.016	1.47	3636	0	13	-0.0612912	+0.0434755	-0.0168828	-0.0160686	-0.0059383	+0.0409834	+0.0158498	+0.0265069	+0.0101918	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	162512731	162802111	162516631	162802089	162513232	162516614	162517180	162802054	1	1	21059	1506768175	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	913	none	9471.714303	0.00e+00	1.00e-08	0.120982	40	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	162802111	162804524	-1	-1	162802574	162804485	-1	-1	0	0	21064	1506768175	
